age,profession,martial_status,education,house,loan,gender,ava_bal,assets,car,bike,fraud
48,6,1,1,1,1,1,17835,13876,1,0,1
28,7,0,0,1,0,0,3349,44379,0,1,0
20,6,0,0,0,1,0,44443,22944,1,0,1
61,1,2,1,1,0,1,11943,31828,1,0,1
21,6,0,0,0,1,0,18177,49872,0,0,1
52,2,1,2,1,1,1,23792,6464,0,0,1
44,5,2,1,1,0,0,6974,3705,1,1,1
58,1,1,2,1,1,0,28850,22794,0,0,1
23,6,0,0,0,0,1,44602,46285,0,1,1
43,6,1,2,1,1,1,38293,3894,0,1,1
51,4,2,2,1,1,0,8512,20991,0,0,0
25,6,0,0,0,1,0,3841,24536,0,1,1
50,4,2,2,1,1,0,22764,47162,1,1,0
32,7,2,1,1,0,0,37108,28623,0,0,1
47,4,1,2,1,1,1,229,217,1,1,1
58,2,1,1,1,1,0,23198,43546,0,1,0
58,1,1,1,1,1,0,2494,29789,0,0,1
54,1,1,2,1,1,1,42088,26684,1,1,0
61,2,2,2,1,0,1,22420,5209,0,1,0
36,6,1,1,1,0,0,43166,37518,1,1,0
57,2,2,2,1,0,0,40329,12340,0,0,1
50,4,1,1,1,1,1,25655,47366,0,0,0
35,4,2,1,1,0,1,13945,6604,1,0,0
51,5,2,2,1,1,0,13907,41106,1,0,0
40,6,1,2,1,0,0,14671,39060,0,0,1
53,2,2,1,1,0,1,9729,48388,0,0,0
42,4,2,1,1,0,0,11908,20881,1,0,0
30,5,0,1,1,0,1,20219,32632,1,1,0
39,7,2,2,1,1,1,5955,42914,0,0,0
46,6,2,2,1,1,1,10396,30286,1,1,0
37,4,1,2,1,1,0,12277,16608,0,1,0
59,2,1,1,1,1,0,310,41364,0,1,1
22,7,0,0,0,1,1,5769,46783,1,0,0
25,7,0,0,0,0,0,3536,5986,0,1,0
44,6,2,1,1,0,1,22062,40837,1,0,0
59,3,2,1,1,0,1,39004,31572,0,0,1
34,7,1,1,1,1,0,17742,43587,1,0,0
33,7,1,1,1,0,1,15542,35595,1,1,1
40,4,1,2,1,0,0,9281,35287,1,0,0
55,3,1,1,1,0,1,41754,41990,0,1,1
52,3,2,2,1,1,0,28047,4650,1,0,0
40,5,1,2,1,0,0,6650,37502,0,0,1
53,1,2,1,1,0,0,11297,14561,1,0,0
33,7,1,1,1,1,1,31207,29065,1,0,1
30,5,0,1,1,0,0,23458,40675,0,1,1
37,4,2,2,1,0,1,45502,8410,1,0,0
24,7,0,0,0,0,0,42994,43836,0,1,0
64,3,1,1,1,0,1,44127,29493,1,1,0
25,5,0,0,0,1,0,2852,35055,0,0,1
25,6,0,0,0,1,0,24258,6432,1,0,1
55,1,1,1,1,0,1,4458,13145,0,1,0
27,6,0,0,1,1,1,4806,31127,0,0,1
31,6,1,2,1,1,0,23591,4484,0,1,1
53,1,2,2,1,1,1,44718,46121,0,0,0
60,3,2,1,1,0,0,17581,34206,1,1,1
64,2,2,2,1,0,1,47252,16173,1,1,1
39,4,1,2,1,1,0,40858,658,1,0,0
63,3,2,1,1,1,1,862,30731,0,0,1
64,2,2,2,1,1,1,23703,981,1,1,1
40,5,2,1,1,1,1,11162,32828,0,1,0
54,2,1,2,1,0,0,29004,5015,0,1,0
24,7,0,0,0,0,0,18938,4989,1,0,0
34,4,1,2,1,1,1,37273,43761,1,1,0
29,4,0,0,1,1,1,47415,26116,1,1,0
42,5,2,2,1,1,0,49943,49242,0,0,1
35,7,1,2,1,1,1,12699,5103,1,1,0
40,6,1,2,1,0,1,40210,32754,0,0,1
27,7,0,0,1,1,1,41349,23112,0,0,0
40,4,2,2,1,0,0,16588,20269,0,1,0
36,5,2,1,1,0,1,31203,683,1,1,0
62,3,1,2,1,0,0,4128,21008,1,0,0
31,5,2,1,1,1,0,48150,41633,1,0,1
42,5,1,2,1,1,0,40517,15868,1,1,0
47,7,2,1,1,0,0,7598,47806,1,1,1
42,5,2,1,1,1,1,6945,24264,1,0,0
33,6,1,2,1,0,0,19257,43505,0,1,1
55,1,1,2,1,0,0,36842,43484,1,0,1
54,2,1,1,1,1,1,47831,1834,1,1,1
53,3,1,2,1,1,1,33092,43094,0,0,0
42,6,1,1,1,1,0,11918,27499,0,1,0
58,2,1,1,1,0,0,45894,32719,0,0,1
44,6,2,1,1,1,0,20573,6926,0,0,0
30,7,0,2,1,0,1,13231,20187,1,1,0
63,1,2,1,1,0,1,25369,5031,1,1,0
61,2,1,1,1,0,0,41363,45577,0,1,0
57,2,2,1,1,0,1,43403,34937,1,0,1
47,6,1,1,1,1,1,36128,22936,1,1,1
45,5,1,2,1,0,0,19993,46464,1,0,1
29,4,0,0,1,1,0,6354,3434,1,1,1
26,7,0,0,0,1,1,21834,31380,0,0,1
52,1,2,2,1,0,0,19703,27869,0,1,0
22,4,0,0,0,0,0,46926,25116,0,0,1
37,4,1,2,1,1,1,24317,7973,1,0,1
45,6,2,2,1,1,0,49444,48692,0,0,1
42,6,2,2,1,1,0,26576,29002,1,0,1
46,4,1,2,1,0,0,5355,15023,0,0,0
59,3,1,1,1,1,0,14259,33015,1,1,1
49,5,1,2,1,0,0,31072,29090,1,0,1
37,7,2,2,1,0,0,36270,17920,0,0,0
24,7,0,0,0,0,1,44242,9912,0,1,1
64,1,2,1,1,1,1,44773,30240,0,0,0
60,2,2,1,1,0,0,5733,38142,0,0,0
37,6,1,2,1,1,0,12627,33732,0,1,1
61,2,2,1,1,0,1,40953,28034,0,1,0
30,4,0,1,1,1,0,33702,45198,0,0,1
34,5,1,2,1,0,1,17038,488,0,1,1
60,1,2,1,1,1,0,25518,45647,0,0,1
39,6,2,1,1,1,0,23508,7172,0,0,1
41,4,1,1,1,1,0,48289,39530,1,0,0
36,7,2,1,1,1,0,45284,4098,0,1,0
60,2,1,1,1,1,0,28222,46854,0,1,1
46,7,1,2,1,0,0,11657,5117,0,1,1
49,4,2,1,1,0,1,44333,14898,0,0,1
64,1,2,1,1,1,1,12529,42946,0,0,1
65,3,2,1,1,0,0,43998,14933,1,1,1
38,4,1,1,1,1,0,42536,15026,1,0,1
63,3,1,2,1,1,0,24491,4640,0,0,1
44,5,1,1,1,0,0,9295,42843,0,0,0
22,5,0,0,0,0,1,23111,16079,1,1,1
42,4,2,1,1,0,0,35517,8176,1,1,0
38,6,1,1,1,0,0,26317,5875,0,1,1
45,6,1,1,1,1,1,44729,2626,0,1,1
50,5,2,2,1,1,0,23323,15755,1,1,1
56,1,1,2,1,1,0,46934,42469,1,1,0
26,7,0,0,0,1,0,3419,18563,0,1,0
48,4,1,1,1,1,0,25147,33231,1,1,1
48,6,2,1,1,1,1,27592,29399,1,0,0
23,4,0,0,0,0,1,31891,29833,1,0,1
53,2,2,1,1,0,0,23051,7934,1,1,0
25,4,0,0,0,1,0,1351,37482,1,0,0
40,6,1,1,1,0,0,30233,4433,0,1,1
40,4,2,1,1,0,1,33414,5796,0,0,1
28,7,0,0,1,1,1,46649,15486,1,1,0
30,7,0,1,1,1,0,39085,323,0,1,0
28,4,0,0,1,1,0,15316,37797,0,0,1
62,1,1,1,1,0,1,45402,45331,0,0,0
30,6,0,2,1,1,0,27468,30888,1,0,0
23,5,0,0,0,1,0,20826,22298,0,0,0
32,5,1,1,1,0,1,16693,13123,1,1,0
36,5,2,2,1,0,1,43644,22543,0,0,0
21,4,0,0,0,0,1,2204,7394,0,1,0
25,5,0,0,0,1,1,44882,7422,0,1,0
51,7,1,2,1,0,0,19869,36910,0,0,0
61,3,1,1,1,1,0,15521,31551,0,0,1
57,2,1,2,1,0,0,25145,1709,1,0,1
37,4,2,1,1,0,1,25939,11823,1,1,1
54,1,2,1,1,1,0,15792,22035,0,1,0
24,6,0,0,0,0,0,46581,3125,0,0,1
47,7,1,2,1,1,0,33268,8100,0,1,0
41,4,1,1,1,0,1,15951,34458,0,0,1
37,6,1,1,1,1,0,44604,14819,0,0,1
42,7,1,2,1,0,1,34233,27847,1,0,0
28,5,0,0,1,0,1,32800,13894,0,0,0
29,5,0,0,1,1,1,23428,35401,0,0,1
43,7,2,1,1,0,1,48294,2083,0,1,0
59,1,1,1,1,1,1,30796,3271,0,1,0
49,7,1,2,1,1,1,46374,28410,1,0,0
44,7,2,1,1,1,0,42249,29175,1,1,1
58,3,1,2,1,0,1,15687,23446,0,0,0
65,1,1,1,1,0,1,39309,17909,0,1,1
61,1,1,1,1,0,0,30159,68,1,0,1
41,5,2,1,1,0,0,8336,19046,0,0,1
54,3,2,1,1,0,1,39890,45907,0,0,0
53,2,2,2,1,1,0,490,32878,0,0,1
30,6,0,2,1,1,1,45019,10312,0,0,0
51,7,1,1,1,0,0,16676,26657,0,0,1
29,4,0,0,1,0,0,24432,3084,0,1,1
60,1,2,1,1,0,1,34570,36899,1,0,0
49,6,1,2,1,0,0,878,44231,0,1,1
54,3,2,2,1,0,1,29936,46878,1,0,0
40,5,1,1,1,0,1,46329,24376,0,0,1
51,4,1,1,1,1,0,33386,5402,0,1,0
57,1,2,2,1,1,1,35846,42964,1,0,1
36,7,1,2,1,0,0,9622,43317,1,1,0
41,5,2,2,1,0,0,12506,28477,0,0,1
38,6,2,2,1,1,1,8120,15375,1,1,1
20,5,0,0,0,0,0,5754,13049,1,1,1
30,6,0,2,1,0,0,24879,23981,1,0,0
59,3,1,1,1,1,1,5147,28290,0,0,0
50,6,2,1,1,0,0,304,49759,0,0,1
33,4,1,1,1,0,1,2269,40411,1,1,1
36,5,1,2,1,1,1,8562,46884,0,0,1
27,4,0,0,1,1,0,43884,34014,0,1,0
55,1,1,1,1,0,0,14885,8129,0,0,1
38,6,2,1,1,0,1,9303,19412,0,0,1
21,6,0,0,0,0,0,9192,27796,1,0,0
34,7,2,1,1,0,1,34705,22685,1,1,1
31,5,1,1,1,1,0,4583,3702,1,1,1
53,2,2,1,1,1,1,33068,42494,1,1,1
49,5,1,1,1,1,1,19548,19767,1,0,0
22,7,0,0,0,1,1,4268,9676,0,1,0
48,4,1,1,1,1,1,40953,29528,1,0,1
24,6,0,0,0,0,0,4185,17735,0,0,1
24,4,0,0,0,1,1,3298,41775,0,1,0
48,4,2,2,1,1,0,3744,1497,1,1,1
50,5,2,2,1,0,0,8198,17660,0,1,0
38,7,1,2,1,0,0,2671,9282,0,0,0
62,1,2,2,1,1,1,10612,8664,1,0,0
36,6,2,2,1,0,1,16587,9672,0,0,1
26,7,0,0,0,0,0,40610,10370,0,0,1
55,2,2,2,1,0,1,39773,28577,1,0,0
32,7,2,1,1,0,1,10099,6620,0,1,0
29,5,0,0,1,0,1,45238,4602,1,0,1
29,5,0,0,1,0,1,35272,31639,0,1,0
30,5,0,2,1,0,0,31702,39679,1,0,0
62,2,1,2,1,1,0,7187,14145,1,0,1
56,2,1,1,1,1,0,45464,2002,1,0,0
47,5,1,1,1,0,1,21892,37632,0,1,1
30,7,0,2,1,0,0,43597,19157,1,0,1
62,3,2,1,1,0,0,48298,9139,0,0,0
54,1,2,1,1,0,1,43315,11731,0,0,0
57,1,1,2,1,0,0,2253,31043,1,1,1
46,7,1,2,1,1,1,38405,18377,0,0,1
57,1,1,2,1,1,1,33295,36509,0,1,0
64,2,2,2,1,1,1,48593,43743,0,1,1
37,5,2,2,1,1,1,25390,16059,0,1,0
37,5,2,2,1,0,0,28056,27316,0,0,0
56,1,1,1,1,0,0,607,39218,0,0,0
24,4,0,0,0,1,1,7108,46644,0,0,1
60,3,2,2,1,0,0,2027,27943,1,0,0
47,5,2,1,1,1,0,48820,8717,0,1,0
32,6,1,2,1,1,0,14310,18645,1,1,1
62,1,2,2,1,0,0,35605,32855,0,0,1
41,7,2,1,1,0,1,9115,38135,1,1,0
50,6,2,2,1,1,1,38861,17660,0,1,1
35,4,2,2,1,1,0,10884,8507,1,0,0
49,7,2,1,1,0,0,7715,21695,1,1,0
58,3,1,2,1,0,1,18375,2543,1,1,0
41,7,2,1,1,1,1,19404,904,1,0,0
24,7,0,0,0,1,1,36430,30402,0,0,1
26,6,0,0,0,1,0,5062,16331,0,0,0
25,7,0,0,0,1,0,29944,35945,0,0,1
65,1,1,1,1,0,1,49326,24573,0,1,0
47,7,1,2,1,0,1,31808,4017,0,1,0
53,2,1,1,1,0,1,9026,48581,0,0,1
27,5,0,0,1,1,1,45478,27665,0,1,0
65,2,2,2,1,0,0,45407,27857,1,1,0
30,6,0,1,1,1,1,20251,43732,1,0,0
53,2,1,2,1,0,1,38479,11420,0,0,1
30,7,0,1,1,1,0,5689,34787,0,1,1
65,3,2,1,1,1,1,28808,13736,1,1,1
33,4,2,2,1,0,0,38836,36774,1,1,0
24,5,0,0,0,0,1,42403,6799,1,1,0
49,4,2,1,1,0,0,27132,15337,0,0,0
38,5,1,1,1,0,1,47494,11868,0,0,0
21,6,0,0,0,1,0,38055,29264,0,1,1
22,7,0,0,0,0,0,2500,17647,1,0,1
34,6,2,1,1,1,1,87,58,0,0,1
33,7,1,1,1,1,0,45158,9218,1,0,1
27,5,0,0,1,0,1,13003,37907,0,1,1
54,3,1,1,1,0,1,1114,39893,0,1,0
63,1,2,2,1,1,1,44795,11204,1,1,1
61,2,2,2,1,0,0,27785,18692,1,0,0
52,1,2,1,1,1,1,19886,40735,0,1,0
40,4,1,2,1,1,1,34033,31443,0,0,1
53,3,2,2,1,1,1,18256,42169,1,1,1
33,6,1,1,1,0,0,47875,9478,1,1,1
31,4,2,2,1,0,1,46560,12555,0,1,0
43,4,2,2,1,1,1,32720,44276,1,0,0
23,5,0,0,0,1,0,38073,20031,1,0,1
38,7,2,1,1,0,0,18355,717,0,0,0
39,6,1,1,1,1,1,20368,26644,0,0,0
59,2,2,2,1,0,1,21101,39651,0,0,0
33,4,2,1,1,0,0,10750,24657,1,0,0
55,3,2,2,1,1,0,40180,43180,0,0,0
59,1,2,1,1,0,0,8559,29222,0,1,1
20,5,0,0,0,0,1,8147,30576,1,1,1
61,1,2,1,1,0,1,7894,39234,1,0,1
54,3,2,2,1,0,1,32916,35557,0,1,1
27,7,0,0,1,0,1,44638,17001,0,1,0
53,3,1,2,1,0,0,19262,36461,1,1,0
21,7,0,0,0,0,0,30074,39287,0,0,1
62,1,2,1,1,1,1,16039,33066,1,1,0
52,3,2,2,1,1,1,20702,29512,0,1,1
44,6,1,1,1,1,1,48537,27361,0,1,1
53,2,1,1,1,0,0,40339,6005,1,1,1
24,4,0,0,0,0,1,47519,46221,0,0,0
52,1,2,1,1,1,1,27792,35989,0,0,0
43,4,2,1,1,0,1,46715,4340,0,0,0
27,4,0,0,1,0,1,3011,7841,1,1,1
35,7,1,1,1,0,0,32653,23968,1,0,1
29,4,0,0,1,0,1,25892,39069,1,1,0
34,6,2,2,1,0,1,33514,44241,1,0,0
56,3,2,2,1,1,1,36212,25052,1,0,1
22,6,0,0,0,1,1,28363,25716,0,0,1
34,6,2,2,1,1,1,17662,6095,1,0,0
41,6,1,2,1,0,1,30266,3491,0,0,1
28,7,0,0,1,1,1,26715,21454,0,1,0
37,7,1,1,1,1,0,11079,272,1,1,0
58,3,2,1,1,1,1,42883,28885,0,1,0
41,5,1,2,1,1,0,39814,12164,1,1,0
39,7,1,1,1,0,0,4492,44754,0,0,0
62,3,2,2,1,1,0,15087,20728,0,0,1
29,4,0,0,1,1,0,46215,10943,0,0,0
38,4,2,2,1,1,1,33133,28467,1,1,1
22,5,0,0,0,1,1,36203,17063,1,0,0
49,6,2,1,1,0,1,8166,4307,0,1,0
23,5,0,0,0,0,1,31764,1192,0,0,1
26,5,0,0,0,1,0,36143,33403,1,0,0
27,6,0,0,1,0,0,13586,28693,0,0,0
41,4,1,1,1,1,1,15816,12351,0,1,0
36,7,1,2,1,1,1,10332,11008,1,0,1
29,4,0,0,1,0,1,11643,33800,0,1,1
52,2,1,2,1,1,0,22899,14866,0,1,1
61,2,2,1,1,1,0,21300,5590,0,0,1
24,5,0,0,0,0,0,11982,3618,0,1,0
56,1,2,1,1,1,1,15858,819,1,1,0
23,4,0,0,0,0,1,8369,2756,1,1,1
33,4,2,1,1,0,1,31213,9041,1,0,1
53,2,2,1,1,0,0,48451,30835,0,0,1
47,7,1,2,1,0,1,44817,5281,1,0,1
36,7,2,1,1,1,0,7055,40355,1,1,1
63,3,1,1,1,1,0,12875,6868,1,0,0
56,1,2,1,1,1,1,3390,35474,0,1,0
20,5,0,0,0,0,0,48799,47219,0,1,0
42,6,2,2,1,1,0,39360,11256,1,1,0
26,4,0,0,0,0,0,23104,13465,0,0,1
31,4,1,2,1,1,1,18675,1068,1,0,1
45,6,2,2,1,1,0,26282,31274,1,0,1
62,1,1,2,1,1,1,15514,2976,1,1,1
36,4,2,2,1,1,0,946,30864,0,0,1
48,4,1,2,1,0,0,6397,18416,1,1,1
58,1,1,1,1,0,1,5512,984,1,1,0
44,6,1,2,1,0,1,24464,15160,1,0,0
42,4,2,2,1,0,1,18996,11158,1,1,1
29,5,0,0,1,0,0,20403,42591,0,0,1
26,5,0,0,0,1,1,43998,42483,1,0,1
33,5,2,1,1,0,0,22735,18092,1,0,1
22,5,0,0,0,0,0,11447,36431,1,0,1
40,5,1,1,1,1,1,8372,32769,0,0,0
44,4,1,1,1,1,1,36638,30645,1,0,1
30,6,0,2,1,0,0,25147,43349,1,1,1
49,5,1,1,1,1,1,6976,9014,0,1,0
49,6,1,2,1,0,1,12284,22670,1,1,0
54,2,2,2,1,0,1,4368,45114,0,0,1
38,5,2,2,1,0,1,45273,7313,0,1,1
56,2,1,1,1,0,1,7945,33121,0,0,1
28,4,0,0,1,1,0,34884,24721,1,1,1
55,1,1,2,1,1,0,34746,26992,0,1,1
39,4,2,1,1,1,1,45774,25429,0,1,0
32,4,2,1,1,0,1,11371,34847,0,1,0
30,6,0,2,1,0,0,44401,412,1,0,1
49,6,2,2,1,1,0,21204,8532,1,1,0
27,6,0,0,1,0,1,14374,23032,1,0,1
55,1,2,2,1,0,1,26031,33585,0,1,0
50,7,1,1,1,1,0,1849,5589,1,1,0
28,7,0,0,1,1,0,46374,9152,0,0,1
45,4,1,1,1,1,0,29152,27346,1,1,0
43,7,2,1,1,0,0,20061,8739,1,1,1
59,1,2,2,1,1,0,30707,23353,0,0,1
56,3,1,2,1,1,0,47645,31600,0,0,0
24,6,0,0,0,1,1,47481,29462,1,0,1
24,7,0,0,0,0,0,43930,19165,0,0,0
32,6,2,2,1,0,0,22145,30267,1,1,0
63,1,1,2,1,1,0,37269,42297,0,1,0
41,7,2,2,1,1,0,13623,39046,0,1,1
58,3,1,1,1,0,0,24707,10833,1,0,0
57,2,1,2,1,0,1,43956,31355,1,1,0
59,3,1,1,1,0,1,45753,8553,0,1,0
31,7,2,1,1,0,1,40656,15092,0,1,1
20,6,0,0,0,0,1,47659,34212,1,0,1
39,7,1,2,1,1,1,35115,6699,0,0,0
32,4,2,2,1,0,1,27706,26683,1,0,1
23,5,0,0,0,0,1,34229,10761,1,1,0
34,5,1,1,1,0,1,5633,4824,1,0,1
58,3,2,2,1,1,0,3348,1151,0,1,1
46,6,2,1,1,1,1,6545,6626,0,1,1
63,3,1,2,1,0,1,37943,36722,1,0,0
60,3,1,2,1,0,1,13615,48371,1,1,0
53,3,2,1,1,0,0,28044,20170,1,1,1
42,7,2,2,1,1,0,19525,34525,0,0,1
64,2,2,2,1,1,0,17923,18118,0,0,1
62,1,1,2,1,0,0,2305,20676,0,1,1
57,2,1,1,1,1,1,1581,26662,1,1,0
44,4,1,1,1,0,0,3074,15210,1,0,1
42,7,1,2,1,1,1,47280,27352,0,0,1
26,7,0,0,0,1,1,46522,3654,1,1,1
29,4,0,0,1,0,1,17991,40678,0,0,1
24,5,0,0,0,0,0,49362,15974,1,0,1
40,6,2,1,1,0,0,45497,4663,0,1,0
64,2,2,2,1,1,0,30185,36755,0,0,1
53,2,2,1,1,1,0,27824,49219,0,0,1
51,6,1,2,1,1,0,34002,48349,0,0,1
24,4,0,0,0,1,1,19185,25825,0,0,1
23,5,0,0,0,1,1,19694,24098,0,0,0
55,3,2,1,1,0,0,40067,25134,0,1,1
40,6,2,2,1,0,1,17400,13569,0,0,1
20,7,0,0,0,1,0,10282,31289,1,1,0
21,4,0,0,0,1,0,20714,35779,1,0,1
55,1,1,1,1,0,1,18350,4280,1,0,0
64,3,1,1,1,0,0,38507,18128,0,0,1
33,4,2,1,1,1,1,46887,11754,1,0,0
41,7,1,1,1,1,0,29569,16903,1,0,0
27,4,0,0,1,0,1,45137,49278,1,0,0
28,4,0,0,1,1,1,47584,18829,0,1,1
64,1,2,1,1,1,0,42405,25386,1,0,0
64,1,1,2,1,0,1,37483,9083,0,0,1
44,6,2,1,1,1,0,48497,18479,1,1,1
54,3,1,2,1,0,0,25127,35731,0,1,0
62,3,1,2,1,0,1,40731,27850,0,0,0
28,7,0,0,1,0,1,4036,37795,1,0,1
48,6,1,1,1,0,1,18367,16074,1,0,0
27,4,0,0,1,1,0,33154,3798,0,0,0
41,6,1,1,1,1,1,18131,45738,0,1,1
28,5,0,0,1,0,1,43604,45221,1,0,0
61,3,1,2,1,1,1,5796,21878,0,0,1
47,4,1,1,1,1,1,46856,27176,0,0,0
25,5,0,0,0,0,0,7490,8436,1,0,0
57,1,2,2,1,1,1,36194,34584,1,1,1
32,6,2,1,1,0,0,27256,14122,0,1,0
35,5,2,2,1,0,1,35031,49671,1,1,1
39,6,1,1,1,1,1,8804,32583,1,0,0
26,4,0,0,0,1,1,24076,25193,0,1,0
30,7,0,2,1,0,0,6467,39631,0,1,1
28,7,0,0,1,0,1,48892,12502,0,1,1
25,6,0,0,0,0,0,36342,35497,0,0,1
51,7,2,1,1,1,1,9496,21017,1,0,1
49,6,2,1,1,0,0,6955,10334,0,0,1
39,4,1,2,1,0,0,15908,7211,1,1,0
43,7,2,2,1,1,1,46591,1192,1,0,1
49,6,1,2,1,0,0,28976,24176,1,0,0
25,4,0,0,0,1,0,8817,9927,1,0,0
27,4,0,0,1,0,0,4669,45373,0,1,1
25,6,0,0,0,1,1,36258,22464,0,0,0
48,7,2,2,1,0,1,35771,35405,1,1,1
20,6,0,0,0,1,0,38540,13246,0,0,1
35,6,2,2,1,1,0,16723,27799,1,1,1
49,4,1,2,1,0,0,8644,34106,0,0,0
33,5,2,1,1,1,1,20293,23004,0,0,0
29,4,0,0,1,0,0,25487,22483,0,1,1
24,5,0,0,0,0,1,4904,47476,1,1,1
60,3,1,2,1,1,1,27138,25085,0,1,0
24,7,0,0,0,0,1,38101,8291,1,0,1
36,5,1,2,1,1,0,44899,22592,1,1,1
36,5,2,2,1,1,1,15707,43186,1,1,1
53,2,2,1,1,1,1,14051,19592,1,0,0
34,5,1,2,1,0,0,33440,44590,0,1,1
41,7,1,1,1,0,1,28130,4789,1,1,0
21,5,0,0,0,0,1,38647,28543,0,1,0
62,2,1,2,1,1,0,6291,31667,1,1,1
20,5,0,0,0,0,0,11268,18262,0,0,0
37,5,2,2,1,1,1,34108,37650,0,0,1
52,1,2,2,1,0,0,35940,29952,1,0,0
45,5,2,1,1,1,0,46147,46373,1,1,1
26,6,0,0,0,0,0,44054,26026,1,1,1
58,3,2,2,1,1,0,11371,5786,0,0,0
54,1,1,2,1,0,0,13391,6419,0,0,1
28,7,0,0,1,1,1,8372,48418,0,0,1
23,7,0,0,0,0,1,37492,1649,0,1,1
41,7,1,1,1,1,0,5609,14794,1,1,1
29,5,0,0,1,0,1,40929,7795,1,0,1
41,5,1,2,1,1,0,14301,11303,0,0,1
42,6,2,2,1,0,0,10785,3715,0,0,0
35,4,1,1,1,0,0,43935,43473,0,0,0
53,3,1,1,1,1,1,46703,5776,1,0,0
23,5,0,0,0,1,0,22773,30135,1,1,1
64,3,1,2,1,1,0,32238,37139,1,1,1
24,4,0,0,0,1,1,38273,33338,0,1,0
44,4,1,2,1,1,1,28165,604,1,1,1
32,6,2,2,1,0,1,55,20591,0,0,0
21,6,0,0,0,1,1,19382,9284,0,0,1
24,6,0,0,0,1,1,36697,8495,1,0,0
45,5,2,2,1,1,1,30362,25870,1,0,1
48,7,1,2,1,0,0,40748,29717,1,0,0
58,1,2,1,1,1,1,2086,21587,0,0,0
54,2,1,2,1,1,0,41799,7706,0,1,0
55,1,1,1,1,0,0,24634,20918,0,0,1
40,7,2,2,1,1,1,12893,15266,1,0,0
29,6,0,0,1,1,1,19913,33967,0,1,1
47,6,2,2,1,0,1,41395,46405,0,0,1
64,2,1,2,1,0,1,33039,15163,0,0,0
55,2,1,1,1,0,1,38978,6865,0,1,0
50,5,1,1,1,0,1,43038,24011,1,0,1
31,5,1,1,1,1,1,49305,19518,1,1,0
29,6,0,0,1,0,0,8859,15020,0,0,0
21,6,0,0,0,1,0,22570,27122,0,0,0
62,1,2,1,1,1,0,40966,14968,0,1,1
56,1,1,1,1,1,1,31764,16121,1,1,0
60,1,2,2,1,0,0,13412,9534,0,0,0
36,5,2,2,1,0,0,46567,1186,1,0,1
45,4,1,2,1,0,0,41478,3232,1,0,1
45,4,2,2,1,1,1,9791,16754,1,0,1
25,6,0,0,0,0,0,46791,12921,1,0,1
53,2,1,2,1,0,1,19934,32423,1,1,0
26,6,0,0,0,0,1,260,46004,1,1,1
60,2,1,2,1,1,0,21628,24447,1,0,1
39,6,1,2,1,0,1,14069,36872,1,0,0
33,7,2,2,1,1,0,42561,45383,1,1,0
52,3,1,1,1,1,0,39853,37823,0,1,0
46,4,1,2,1,1,0,38055,19720,1,0,0
22,4,0,0,0,0,1,12234,33593,0,0,0
49,6,1,1,1,1,1,17697,31264,1,0,0
65,2,1,1,1,1,1,16629,3400,1,1,1
28,4,0,0,1,0,0,14410,23660,0,1,1
55,2,1,2,1,0,0,20807,32684,0,1,1
25,6,0,0,0,1,0,29520,30571,1,1,0
33,4,2,1,1,1,1,9983,45982,1,1,0
20,4,0,0,0,0,1,2828,18380,1,1,1
43,7,2,1,1,0,0,36109,602,1,0,1
21,4,0,0,0,1,0,44338,962,0,0,0
42,5,1,1,1,0,0,38530,47933,0,1,0
32,5,1,2,1,1,0,49398,45952,1,0,0
53,2,1,2,1,1,0,7813,35832,0,1,0
64,2,2,1,1,0,0,49046,9219,0,0,0
46,5,1,1,1,0,0,15305,49022,0,0,0
29,6,0,0,1,0,0,17934,32178,0,1,1
23,5,0,0,0,1,1,17476,14435,1,1,0
29,7,0,0,1,1,0,31938,13986,0,1,0
51,5,2,1,1,0,0,23559,43855,0,0,0
26,6,0,0,0,0,0,28223,14275,1,1,1
58,3,1,1,1,1,1,3059,43358,1,0,1
63,3,2,1,1,0,0,42707,29599,1,1,0
55,3,1,2,1,0,1,30230,28652,1,1,1
60,1,2,2,1,0,1,34466,15349,1,0,0
62,2,1,1,1,0,1,44615,33870,1,0,1
41,5,2,1,1,0,0,13593,34696,1,0,0
52,1,1,2,1,0,0,49694,8972,1,0,1
28,4,0,0,1,1,1,31431,2705,1,0,1
43,7,2,2,1,1,0,425,17453,1,0,1
30,4,0,1,1,0,1,19520,43271,0,0,0
32,6,2,1,1,1,0,4705,37335,1,0,1
27,7,0,0,1,0,0,7440,5488,1,1,0
49,4,2,1,1,0,0,45734,29495,0,1,1
44,5,2,1,1,1,1,30660,207,0,0,0
41,4,2,2,1,0,0,43962,41266,1,1,0
35,4,2,1,1,0,0,19067,26408,1,1,1
20,7,0,0,0,0,0,36894,11595,0,0,1
39,4,1,2,1,1,0,47130,17403,1,0,1
43,7,2,1,1,1,1,40015,29070,0,1,0
32,5,2,2,1,1,0,44802,2623,1,1,1
28,7,0,0,1,0,1,5475,4320,0,1,0
52,2,1,2,1,0,0,2522,3845,0,0,1
44,4,1,2,1,1,0,5219,15337,0,1,0
61,1,2,2,1,1,1,12422,45532,0,1,0
55,3,2,2,1,0,1,42550,18105,1,0,1
50,4,2,2,1,1,0,6631,33312,0,0,1
48,7,2,1,1,0,1,19614,15890,0,1,1
35,5,1,2,1,1,1,31578,589,1,1,1
